Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Age Bucket
0,3,1,1,1,8.0861025356691,36,3,2
0,2,2,3,0,8.026823576217629,24,2,1
0,2,0,1,1,7.761319180947987,36,2,2
0,1,0,1,1,8.041734711487537,30,2,1
0,2,0,1,1,7.218176838403408,9,0,2
0,2,0,1,3,8.272059622210412,36,0,0
0,2,1,1,1,8.490849216076635,24,3,2
0,2,2,1,2,8.193400231952097,12,2,1
0,3,0,2,0,8.438799123988225,15,1,2
0,1,0,1,1,7.203405521083095,12,3,2
1,2,0,4,1,8.118802996980035,21,0,1
0,3,0,1,0,8.818926087090677,6,3,2
1,2,0,1,0,7.611842399580417,24,3,2
1,1,0,4,0,5.521460917862246,6,3,2
0,2,1,1,0,8.537583881063972,24,0,2
0,2,0,1,2,7.756623334538858,36,0,2
1,0,2,0,2,8.918917979908679,12,3,0
1,2,2,1,1,7.540090320145325,18,0,0
1,1,0,1,1,6.692083742506628,15,4,0
0,2,0,0,0,7.69484807238461,24,3,2
0,2,0,2,3,7.026426808699636,9,0,2
1,0,2,3,1,7.20934025660291,6,3,0
0,2,0,2,2,8.676928249537397,18,3,1
1,2,0,1,2,8.261526448396468,18,6,3
0,2,0,1,0,7.8674885686991285,24,0,2
0,2,0,3,0,6.841615476477592,9,1,2
1,2,0,2,0,9.224637676677007,60,0,0
1,2,2,4,3,6.013715156042802,12,0,2
0,3,0,1,0,8.963672275615016,24,3,2
0,2,0,1,3,8.345217926676428,36,0,1
0,2,2,1,0,8.165647925297504,6,3,1
0,3,0,1,0,8.094073148069352,21,3,2
0,3,1,1,2,9.56927276595613,36,3,2
1,2,0,1,2,6.9957661563048505,12,0,2
1,3,0,3,0,7.930925372483388,21,3,1
0,1,0,3,0,7.855544677915663,21,4,2
1,1,2,4,2,6.890609120147166,12,2,0
1,1,0,4,0,7.360103972989152,21,4,2
0,1,0,1,2,7.170888478512505,18,0,1
0,2,0,0,2,7.911324018963353,15,0,1
0,3,1,1,2,7.577121930876679,36,4,3
1,2,0,1,1,6.104793232414985,6,1,0
1,2,0,3,0,7.234177179749849,12,3,1
0,3,0,1,2,7.528331766707247,12,3,1
1,2,0,1,2,6.6240652277998935,6,0,3
0,2,1,1,0,8.613775289262481,24,6,2
0,2,0,1,1,7.9919305198524775,24,3,3
0,2,0,0,0,8.176391596633795,15,3,1
1,2,0,1,0,8.064950891749143,24,0,1
0,2,0,1,1,9.172534657240284,36,3,0
1,2,2,1,1,7.246368080102461,15,3,1
0,2,0,2,1,7.160845906664299,9,6,2
0,3,0,3,0,7.75491027202143,30,0,1
1,2,0,2,0,7.1204443723924875,6,0,1
1,1,0,2,0,5.8916442118257715,6,3,2
0,0,1,1,2,7.069023426578259,16,3,3
0,3,1,0,0,9.447781227991216,21,3,1
0,2,0,1,1,8.04044688130311,18,4,1
0,3,0,0,0,8.750366278367625,24,3,2
0,2,0,1,0,7.140453043101158,12,0,0
0,3,1,1,1,7.259819610363186,9,3,1
1,2,2,0,1,7.150701457592526,15,5,0
0,2,0,0,0,8.565602330623925,21,3,1
0,2,0,2,2,8.723882104658486,20,3,1
1,2,2,1,0,7.851661177889265,27,3,0
1,2,0,1,2,9.206332350578643,48,2,1
0,2,1,1,1,8.753213480544126,48,3,2
1,1,0,1,3,7.719129840906732,12,2,2
0,1,0,3,0,7.182352111885263,15,0,2
0,2,0,1,1,7.450660796211539,15,3,2
1,3,0,1,0,7.893198869544609,24,3,1
0,3,0,1,1,8.257644958208228,30,3,2
1,2,2,1,2,8.913550280493675,36,3,2
1,2,0,1,1,7.79934339821592,24,0,1
0,2,0,0,0,6.906754778648554,24,0,0
0,1,0,1,1,7.0630481633881725,12,3,1
1,2,0,1,0,6.961296045910167,18,3,1
0,2,0,1,2,7.193685818395112,12,0,0
0,2,0,4,3,7.150701457592526,24,4,2
0,2,0,0,2,7.54274354536855,18,4,1
1,2,1,2,3,7.227662498728654,24,0,2
0,2,0,3,0,7.851271997109883,39,3,0
0,2,0,1,3,8.011686729127847,12,0,0
1,3,0,1,1,8.99528899055931,36,1,0
0,3,0,1,2,9.387481868728596,24,7,2
1,2,2,2,2,7.347943823148687,24,0,0
1,2,0,1,0,7.278628942320682,9,4,1
1,2,0,1,2,8.691314551644853,48,0,0
0,3,2,1,2,7.631916513071252,6,0,1
1,3,0,2,3,7.980365765111246,21,3,1
0,1,2,1,1,7.343426229147367,24,0,0
1,2,0,0,0,8.68996933536666,24,0,2
0,3,1,1,1,9.270776740780013,30,3,2
1,3,0,1,3,7.295735072749282,12,2,1
1,2,2,0,1,7.223295679562314,24,3,0
0,2,0,1,0,7.253470382684528,24,0,1
0,2,0,4,0,7.046647277848756,18,0,2
0,2,0,1,1,8.479906606630221,24,3,1
0,2,0,1,0,8.25582842728183,18,3,1
0,2,0,1,1,7.25063551189868,12,3,2
0,1,0,1,2,7.327123292259293,10,2,1
1,2,0,4,0,7.3727463664043285,12,2,1
0,3,0,0,2,8.457867725331422,24,4,2
1,1,0,1,0,7.285506548522785,15,0,2
0,2,0,1,0,8.170468578330674,36,3,2
0,2,0,1,0,7.374629015218945,6,0,2
0,1,0,1,1,7.089243155027514,24,3,2
0,2,0,1,1,7.917900586327916,36,2,1
1,2,0,1,2,7.753194269884341,7,0,2
0,3,0,1,2,8.90571557879409,18,2,2
0,2,0,1,2,8.026170194946426,48,0,1
1,2,0,1,1,7.030857476116121,18,2,1
0,2,0,1,1,8.552367266423891,36,2,1
0,1,2,0,1,7.568379267836522,18,0,0
0,2,0,1,1,8.430109084509125,30,2,1
0,3,0,1,1,9.671366322189568,36,7,2
0,2,0,3,0,7.0587581525186645,12,3,2
0,2,0,1,2,9.034318927730707,30,2,2
1,2,2,1,1,7.095893221097532,24,3,0
1,2,2,1,1,7.103322062526113,18,3,0
1,2,0,1,0,7.077498053569231,12,4,1
0,2,0,1,1,7.22402480828583,12,3,2
1,2,0,4,2,7.186901020411631,11,3,2
1,2,0,1,3,6.52649485957079,6,0,1
0,2,0,0,3,7.205635176410364,10,0,1
1,2,0,1,2,8.084562415235304,18,2,1
0,1,0,1,2,7.251344983372214,12,1,1
0,3,2,1,3,7.552237287560802,15,1,2
1,2,2,1,1,8.043663352393944,18,2,1
0,2,1,0,0,7.731492029245684,12,0,2
0,2,0,1,1,6.63200177739563,12,3,1
1,3,0,1,3,7.581209826196346,18,3,0
0,2,0,1,2,7.126890808898808,18,0,1
0,2,1,0,1,7.994294986415977,24,3,2
1,2,0,0,0,6.795705775173514,10,1,2
1,1,0,1,1,7.149916836132109,12,3,2
1,2,0,1,2,7.673223121121708,30,3,0
0,2,2,3,1,7.881182202227102,6,0,2
0,1,0,1,2,6.529418838262226,12,3,0
0,2,0,1,0,8.432506383249043,18,0,1
0,2,0,2,0,7.962763930168115,24,0,2
1,2,0,1,0,7.784889295655098,18,0,1
1,3,2,4,1,7.115582126184454,24,0,2
0,1,1,2,2,8.254268770090183,48,4,1
1,2,0,1,0,7.71333788887187,18,0,0
0,2,0,1,1,9.134646527606982,36,3,0
0,1,2,3,0,7.3758821482150125,10,3,2
1,3,1,1,2,9.026177120302856,27,4,2
0,3,0,1,2,8.398184404834035,18,4,1
0,1,0,1,0,7.411556287811163,12,0,3
1,2,0,1,2,7.1204443723924875,8,2,0
0,2,0,0,1,6.802394763324311,12,3,0
1,2,0,0,2,9.046290859969677,48,3,0
0,3,0,1,2,6.956545443151569,6,2,1
0,2,0,1,3,7.202661196523238,6,3,2
0,3,2,0,2,8.86177531100083,20,3,2
1,2,2,1,0,7.671360923190644,10,2,0
0,2,1,2,2,9.442404020664952,36,1,2
1,2,0,1,1,5.8377304471659395,6,5,1
0,3,1,1,1,8.797095076549056,24,3,3
0,2,0,0,0,8.114324709155339,36,0,2
1,1,2,1,1,7.413970290190444,24,0,1
1,3,2,1,0,8.260492856573185,24,3,2
1,2,0,1,0,7.4999765409521215,18,2,0
0,2,0,1,0,7.665753431861699,9,3,2
1,1,2,3,0,7.023758954738443,12,2,1
0,1,2,0,0,6.593044534142437,7,0,2
0,3,0,1,0,8.77307495131822,18,3,2
0,2,0,0,0,7.8868329989550565,18,3,1
0,2,0,4,0,8.666302614004078,24,3,1
0,2,0,0,2,7.302496423727326,12,0,0
1,2,0,1,0,6.837332814685591,6,0,0
