COMPANYCODE,POSTINGDATE,VALUEDATE
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170831,20170831
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170901,20170901
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170901,20170901
800,20170904,20170904
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170904,20170904
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170901,20170901
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170905,20170905
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170906,20170906
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170907,20170907
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170908,20170908
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170907,20170907
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170908,20170908
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
800,20170911,20170911
13,20160614,20160614
13,20160614,20160614
13,20160614,20160614
13,20171206,20171206
13,20171206,20171206
13,20171204,20171204
13,20171207,20171207
13,20171207,20171207
13,20171208,20171208
13,20171208,20171208
13,20171208,20171208
13,20171211,20171211
13,20171213,20171213
13,20171213,20171213
13,20171214,20171214
13,20171215,20171215
13,20171215,20171215
13,20171215,20171215
13,20171215,20171215
13,20171219,20171219
13,20171218,20171218
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171220,20171220
13,20171221,20171221
13,20171221,20171221
13,20171221,20171221
13,20171221,20171221
13,20171222,20171222
13,20171227,20171227
13,20171229,20171229
13,20180105,20180105
13,20180108,20180108
13,20180108,20180108
13,20180108,20180108
13,20180108,20180108
13,20180109,20180109
13,20180110,20180110
13,20180110,20180110
13,20180110,20180110
13,20180111,20180111
13,20180111,20180111
13,20180112,20180112
13,20180115,20180115
13,20180115,20180115
13,20180117,20180117
13,20180118,20180118
13,20180118,20180118
13,20180119,20180119
13,20180119,20180119
13,20180119,20180119
13,20180119,20180119
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180122,20180122
13,20180124,20180123
13,20180124,20180124
13,20180124,20180124
13,20180125,20180125
13,20180125,20180125
13,20180125,20180125
13,20180125,20180125
13,20180126,20180126
13,20180126,20180126
13,20180126,20180126
13,20180130,20180130
13,20180130,20180130
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180131,20180131
13,20180201,20180201
13,20180201,20180201
13,20180201,20180201
13,20180201,20180201
13,20180202,20180202
13,20180202,20180202
13,20180202,20180202
13,20180205,20180205
13,20180205,20180205
13,20180205,20180205
13,20180205,20180205
13,20180207,20180207
13,20180207,20180207
13,20180208,20180208
13,20180208,20180208
13,20180208,20180208
13,20180208,20180208
13,20180209,20180209
13,20180209,20180209
13,20180212,20180212
13,20180213,20180213
13,20180214,20180214
13,20180214,20180214
13,20180214,20180214
13,20180214,20180214
13,20180214,20180214
13,20180215,20180215
13,20180215,20180215
13,20180216,20180216
13,20180216,20180216
13,20180216,20180216
13,20180219,20180219
13,20180219,20180219
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
13,20180220,20180220
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171201,20171201
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171204,20171204
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
800,20171205,20171205
